2622,1380,7日目,少年ペーター,白,希望,,吊り希望:樵,,,,,リナ姉貴が霊ロラか決打かで提言し、それに対してトマ兄貴は真贋差有利のモリ老師を決打ちしようとしました。しかし、村の意思はロラであり、決め打ちを主張したレジ壁貴が疑いを持たれるようになります。,人狼,吊先希望を提示します。【▼：樵】理由は、既に述べている通りです。僕は、霊真贋を怠ったのは別な理由を考えています。3dは、リナ姉貴が霊ロラか決打かで提言し、それに対してトマ兄貴は真贋差有利のモリ老師を決打ちしようとしました。しかし、村の意思はロラであり、決め打ちを主張したレジ壁貴が疑いを持たれるようになります。そこで、狼sで対応策を練っていた結果、灰への質問がおろそかになったと考えます。@3,,,,,,,,,,,,,,,,,,,,,
2623,,7日目,ならず者ディーター,青,,,,,,,,,村人,青00:41oO（愛ちゃんもおめでとう）者00:43べっ？ぺっだろ…俺の鳩も大概だな…シモンの不幸体質把握した。任せろ、から回ってる俺が全力でどうにかする…っ,,,,,,,,,,,,,,,,,,,,,
2624,1381,7日目,少年ペーター,白,考察,宿:人狼 樵:人狼 修:白寄り,,,,,,リデル姉貴狼の可能性を低く考えていたかもしれません。状況黒をひっくり返した事で、白く見えたのかもしれません。,人狼,神>>1378考えてみれば、リデル姉貴狼の可能性を低く考えていたかもしれません。状況黒をひっくり返した事で、白く見えたのかもしれません。確かに可能性がゼロではないので不安はありますが、宿樵狼だと思っています。@2,,,,,,,,,,,,,,,,,,,,,
2625,,7日目,羊飼いカタリナ,青,考察,年:非人狼,,,,,,ペーター>>1381　こんな明日があったら困ること、狼ならなかなか言えないだろうねぇ…,村人,ペーター>>1381　こんな明日があったら困ること、狼ならなかなか言えないだろうねぇ…,,,,,,,,,,,,,,,,,,,,,
2626,1382,7日目,神父ジムゾン,白,ライン,,,,,非ライン:宿年 ライン:宿樵,,どっかでレジ姉がペタちゃんに怒っていた場面があったと思うんだけど、それが本気の怒りに見えたので、宿年は切れっぽい。だから宿狼なら年狼より、宿狼を切った樵狼の方がありそうと思う。,人狼,どこでも疑えるようにしている感があって、動きとしては狼っぽいのだけど、これは本人の一貫した性格と矛盾しないと感じてるから迷ってる。ペタちゃんは、ロック偽装やロック狼の可能性を排除し切れないため。どっかでレジ姉がペタちゃんに怒っていた場面があったと思うんだけど、それが本気の怒りに見えたので、宿年は切れっぽい。だから宿狼なら年狼より、宿狼を切った樵狼の方がありそうと思う。,,,,,,,,,,,,,,,,,,,,,
2627,,7日目,少女リーザ,青,,,,,,,,,狂人,そう…なの…？明日悠然と▼尼を提示するような気もするの…立場悪くなるのかしらん…でも、たしかに思い切りいいの…ここまで希望出しが遅いと、ホントに２狼で待機中も見てしまうの…そうだといいな…気がつけば墓下で話す唯一の狼側なの…樵尼＝尼宿＞商尼で予想出しておくの…シモンさん当たってたら優しくしてね…,,,,,,,,,,,,,,,,,,,,,
2628,,7日目,司書クララ,青,,,,,,,,,村人,ジムさんが一番に動いたのが意外……。墓下の空気まで読み取るジムさん。まさにスーパー神父。ペタちゃんは木吊りですね。トマさんの「状況要素取らない」は、状況は狼が作るものというあれにちなんでるのかな。,,,,,,,,,,,,,,,,,,,,,
2629,,7日目,宿屋の女主人レジーナ,青,,,,,,,,,村人,発言できないなう盛り上がってるなあ楽しそう,,,,,,,,,,,,,,,,,,,,,
2630,,7日目,ならず者ディーター,青,,,,,,,,,村人,薄々気づいてたけどジムゾンが真のイケメン。間違いない,,,,,,,,,,,,,,,,,,,,,
2631,,7日目,司書クララ,青,,,,,,,,,村人,どうも木吊りになりそうな悪寒。,,,,,,,,,,,,,,,,,,,,,
2632,,7日目,羊飼いカタリナ,青,,,,,,,,,村人,商が遅いのがやや謎。,,,,,,,,,,,,,,,,,,,,,
2633,1383,7日目,シスターフリーデル,白,考察,樵:人狼,吊り希望:樵,,,,,霊ローラーの間のわたくしへの疑い理由（2d夜明けの思考）が強引なのでした。リーザを犠牲にした以上勝ち筋としてわたくしを吊りに持っていかざるを得ず、トーマスらしくない強引さが出たものと考えています。昨日のレジーナへの疑いが急で、白懸念が見られなかった点と、ディーター白決め打てるという根拠が違和感がありましたのです。,狩人,ペーター>>1377違後付けですが違和感はないのです。▼トーマスなのです。霊ローラーの間のわたくしへの疑い理由（2d夜明けの思考）が強引なのでした。リーザを犠牲にした以上勝ち筋としてわたくしを吊りに持っていかざるを得ず、トーマスらしくない強引さが出たものと考えています。昨日のレジーナへの疑いが急で、白懸念が見られなかった点と、ディーター白決め打てるという根拠が違和感がありましたのです。,,,,,,,,,,,,,,,,,,,,,
2634,1384,7日目,神父ジムゾン,白,考察 ライン,宿:人狼 樵:人狼寄り,,,,非ライン:宿商,,[宿白→年＋？／宿黒→宿＋樵]だと今は考えてるけど、確証はない。ただ単体だとやっぱりレジ姉が一番黒いので、宿樵狼…かなと思ってる。,人狼,宿白なら宿樵両狼があるのか迷うけど、単体だとペタちゃんの方が落ちる。よって[宿白→年＋？／宿黒→宿＋樵]だと今は考えてるけど、確証はない。ただ単体だとやっぱりレジ姉が一番黒いので、宿樵狼…かなと思ってる。あと、宿狼ならリデルちゃんは触られ方が両狼っぽくないので、切れかな。この場合は宿樵か宿商だけど、狼としての動きとしてしっくりくるのは前者。,,,,,,,,,,,,,,,,,,,,,
2635,,7日目,神父ジムゾン,赤,,,,,,,,,人狼,これは勝てそうですね。喜びは表に出さないで下さい。何か発言する時は、事前に赤に落として下さい、みますので。,,,,,,,,,,,,,,,,,,,,,
2636,,7日目,宿屋の女主人レジーナ,青,,,,,,,,,村人,一難去ってまた一難さぁて最終日こい最終日！,,,,,,,,,,,,,,,,,,,,,
2637,,7日目,羊飼いカタリナ,青,,,,,,,,,村人,んー、尼は木と同時狼ならまだ早い気がする＞▼木出し,,,,,,,,,,,,,,,,,,,,,
2638,,7日目,神父ジムゾン,赤,,,,,,,,,人狼,投票ミスしないよう、しっかりセット確認して下さいね。,,,,,,,,,,,,,,,,,,,,,
2639,,7日目,羊飼いカタリナ,青,,,,,,,,,村人,レジーナ>>01:01　ってことはやっぱり宿白？ｗブラフの可能性もあるけど。,,,,,,,,,,,,,,,,,,,,,
2640,1385,7日目,木こりトーマス,白,CO 考察,樵:非狩人CO 商:白寄り,吊り希望:神,,,,,商>>1363　ああ、ごめん！そうだったね。変な疑いかけて申し訳ない。そしてこの反応はとても人っぽい。,村人,必要か分からないけど一応【非狩】【僕は▼神に投票】神>>1354>>1357>>1358　うーん、返答に違和感が全くないんだけども。うーむ。商>>1363　ああ、ごめん！そうだったね。変な疑いかけて申し訳ない。そしてこの反応はとても人っぽい。GS　白：年≧商＞修≧神：黒狼陣営は『老宿神』≧『老宿修』＞[ぬり壁]＞『老神修』,,,,,,,,,,,,,,,,,,,,,
2641,,7日目,少年ペーター,赤,,,,,,,,,人狼,了解しました。【▼：樵】それと、襲撃先セットはお任せします。残りの喉は質問解答用にとって起きます。赤@2,,,,,,,,,,,,,,,,,,,,,
2642,,7日目,神父ジムゾン,赤,,,,,,,,,人狼,おい、トマのGSｗｗｗ　どうしてこうなったｗｗｗ,,,,,,,,,,,,,,,,,,,,,
2643,1386,7日目,木こりトーマス,白,考察,宿:人狼 神:黒寄り,,,,,,商>>1363　ああ、ごめん！そうだったね。変な疑いかけて申し訳ない。そしてこの反応はとても人っぽい。,村人,レジは見返してみたけどやっぱり黒い。狼はたぶん修神のどちらかで、状況的に吊られそうだったリデルはたぶん人。なんか、すごい言い掛かりで申し訳ないけど、ジムゾンならできる。最終日まで村人視点の考察を出して最終日マジックで『狼ドコー？！』な感じで、言い掛かりで黒要素を挙げて村人を吊り上げることが出来るはず。,,,,,,,,,,,,,,,,,,,,,
2644,,7日目,ならず者ディーター,青,,,,,,,,,村人,ここで神疑いかー,,,,,,,,,,,,,,,,,,,,,
2645,,7日目,少女リーザ,青,,,,,,,,,狂人,たしかに早い、早いの…これは尼樵消えた感じ…尼宿…本線になるの…昨日の切りが疑問だけど…尼+商神年ならもうちょっと希望出し樵で早くしそうに思えるから薄いか…まさかの樵宿でエピローグ？いやなの…神商とかがいいの…＠０,,,,,,,,,,,,,,,,,,,,,
2646,,7日目,宿屋の女主人レジーナ,青,,,,,,,,,村人,ってかもっとカタリナと絡みたかったわぁw普通にいろいろ教えて欲しいw明日があったら6dとかどう動きがまずかったか教えて欲しいわ。,,,,,,,,,,,,,,,,,,,,,
2647,,7日目,少年ペーター,赤,,,,,,,,,人狼,最白から最黒になったよ、やったねジムちゃんｗ赤@1,,,,,,,,,,,,,,,,,,,,,
2648,,7日目,羊飼いカタリナ,青,,,,,,,,,村人,えっ、ここで年最白に持ってくるの？＞木出現タイミング的に木尼なら時間的に木切ることに決定したようにも思える…　尼に白付けしているし。ってか、これで尼は宿木両方に白付けされることになったね。明日があったら状況黒なような。,,,,,,,,,,,,,,,,,,,,,
2649,,7日目,神父ジムゾン,赤,,,,,,,,,人狼,ヒロイン的にリデル襲撃したいんですけど、襲撃なしでいきます。私が吊られた場合がアレですので。,,,,,,,,,,,,,,,,,,,,,
2650,1387,7日目,木こりトーマス,白,,,,,,,,,村人,この考察のせいで神白で明日吊られたらごめんなさい。僕の推理はそこまであてにしないで、地上のみんなは殴り愛で見極めてくれたらなと思います。(素黒なお前が言うなというツッコミは受け付けます)明日エピならレジに焼き土下座します。　@0,,,,,,,,,,,,,,,,,,,,,
2651,,7日目,羊飼いカタリナ,青,,,,,,,,,村人,商が来ないのが不安すぎる。商狼の可能性が…,,,,,,,,,,,,,,,,,,,,,
2652,1388,7日目,行商人アルビン,白,考察,神:白寄り,,,,,,神の発言を読み返してたのですが，得た印象は，慎重派・定石派・河童です。そんな神(と宿)が狼だったら，神>>640を宿に放置させないと思いました。神白くなってしまいました。,村人,神>>1372　ありがとうございます。ここで突然の神考察です。神ロックしてたので，神の発言を読み返してたのですが，得た印象は，慎重派・定石派・河童です。そんな神(と宿)が狼だったら，神>>640を宿に放置させないと思いました。神白くなってしまいました。ということで，商>>1227を少し変えた状況考察を取ります。「出来れば修SG吊りしたい」→宿が決め打ち派。(つづく),,,,,,,,,,,,,,,,,,,,,
2653,1389,7日目,行商人アルビン,白,希望,,吊り希望:樵,,,,,,村人,(続き)他の狼は様子見で，樵が無難なロラ投票という流れです。(漏れがあるような気もするが時間が・・・）ということで，【▼樵】に入れたいです。半分ネタですが，宿>>1312>樵：村なら土下座します エピで，「樵狼なので土下座はしないわ」,,,,,,,,,,,,,,,,,,,,,
2654,,7日目,神父ジムゾン,赤,,,,,,,,修襲撃意思,人狼,よし、わかった。▲修でいこう（ｷﾘｯ,,,,,,,,,,,,,,,,,,,,,
